id	top1	top2	top3
9016	topic 0	topic 6	topic 24
14662	topic 42	topic 24	topic 49
10404	topic 39	topic 10	topic 19
191634	topic 30	topic 24	topic 19
188365	topic 45	topic 14	topic 4
19346	topic 9	topic 13	topic 31
4532	topic 23	topic 3	topic 47
180739	topic 0	topic 13	topic 49
164326	topic 39	topic 47	topic 24
114819	topic 7	topic 19	topic 16
11929	topic 18	topic 27	topic 16
189090	topic 48	topic 19	topic 0
135	topic 2	topic 13	topic 12
111961	topic 47	topic 38	topic 19
176722	topic 42	topic 18	topic 7
34559	topic 16	topic 31	topic 36
130777	topic 34	topic 29	topic 35
14689	topic 1	topic 49	topic 42
185872	topic 30	topic 26	topic 24
9943	topic 13	topic 15	topic 21
13858	topic 16	topic 12	topic 10
129540	topic 25	topic 32	topic 19
176044	topic 49	topic 19	topic 0
116968	topic 11	topic 24	topic 29
156394	topic 16	topic 17	topic 19
10389	topic 47	topic 10	topic 3
21154	topic 12	topic 39	topic 41
2816	topic 21	topic 45	topic 2
135169	topic 24	topic 34	topic 21
2802	topic 21	topic 45	topic 2
21140	topic 12	topic 46	topic 31
155851	topic 39	topic 7	topic 10
11083	topic 21	topic 2	topic 39
9957	topic 36	topic 6	topic 13
129554	topic 30	topic 11	topic 24
22449	topic 9	topic 6	topic 36
176050	topic 49	topic 7	topic 36
111975	topic 24	topic 34	topic 26
121	topic 2	topic 31	topic 39
185866	topic 1	topic 15	topic 10
164332	topic 24	topic 19	topic 16
157908	topic 7	topic 37	topic 17
185696	topic 15	topic 25	topic 13
161262	topic 39	topic 10	topic 24
34565	topic 4	topic 7	topic 36
178733	topic 35	topic 7	topic 36
111785	topic 37	topic 38	topic 46
174109	topic 16	topic 18	topic 19
175217	topic 21	topic 7	topic 32
11915	topic 18	topic 10	topic 44
20510	topic 37	topic 12	topic 14
2194	topic 39	topic 38	topic 47
20276	topic 21	topic 2	topic 39
4283	topic 2	topic 10	topic 12
21168	topic 32	topic 26	topic 20
26607	topic 13	topic 12	topic 31
115285	topic 34	topic 24	topic 7
148196	topic 13	topic 19	topic 46
22461	topic 9	topic 0	topic 16
176078	topic 49	topic 36	topic 19
34203	topic 23	topic 14	topic 39
117492	topic 34	topic 24	topic 38
183595	topic 30	topic 3	topic 24
158391	topic 38	topic 14	topic 37
129568	topic 25	topic 30	topic 19
13870	topic 12	topic 24	topic 21
161510	topic 10	topic 31	topic 15
116940	topic 38	topic 12	topic 23
117486	topic 34	topic 24	topic 36
30071	topic 18	topic 6	topic 8
20262	topic 21	topic 3	topic 23
4297	topic 2	topic 7	topic 18
163307	topic 38	topic 23	topic 48
135141	topic 34	topic 11	topic 25
19385	topic 9	topic 31	topic 0
112298	topic 38	topic 47	topic 7
11901	topic 18	topic 16	topic 7
20504	topic 18	topic 10	topic 0
2180	topic 38	topic 16	topic 48
111949	topic 39	topic 10	topic 19
185682	topic 15	topic 31	topic 13
34571	topic 7	topic 48	topic 39
111791	topic 28	topic 36	topic 19
14879	topic 39	topic 10	topic 47
33949	topic 46	topic 40	topic 39
15030	topic 7	topic 19	topic 16
116571	topic 28	topic 42	topic 17
166096	topic 32	topic 19	topic 18
23582	topic 19	topic 2	topic 42
12987	topic 34	topic 11	topic 41
164859	topic 48	topic 10	topic 27
191378	topic 36	topic 10	topic 49
164681	topic 19	topic 36	topic 33
175954	topic 49	topic 7	topic 19
3711	topic 8	topic 49	topic 34
21395	topic 31	topic 9	topic 21
4718	topic 22	topic 42	topic 36
11530	topic 14	topic 7	topic 19
20935	topic 44	topic 1	topic 31
27082	topic 32	topic 15	topic 3
2369	topic 0	topic 39	topic 2
117109	topic 28	topic 17	topic 14
119124	topic 28	topic 36	topic 16
25695	topic 46	topic 19	topic 13
8122	topic 15	topic 13	topic 48
116203	topic 42	topic 16	topic 28
8136	topic 31	topic 19	topic 0
19178	topic 8	topic 12	topic 49
180507	topic 15	topic 49	topic 13
11524	topic 14	topic 23	topic 47
20921	topic 44	topic 0	topic 46
27096	topic 32	topic 9	topic 21
164695	topic 32	topic 35	topic 49
38808	topic 5	topic 31	topic 17
3705	topic 8	topic 10	topic 49
21381	topic 31	topic 9	topic 15
15024	topic 7	topic 4	topic 32
184007	topic 24	topic 27	topic 16
116565	topic 28	topic 36	topic 19
8888	topic 49	topic 6	topic 0
118548	topic 27	topic 28	topic 37
13455	topic 19	topic 18	topic 16
156141	topic 38	topic 29	topic 24
191344	topic 49	topic 36	topic 7
40743	topic 45	topic 38	topic 15
187526	topic 25	topic 18	topic 49
175968	topic 18	topic 49	topic 44
19636	topic 34	topic 24	topic 40
157277	topic 18	topic 36	topic 10
33975	topic 40	topic 42	topic 19
12763	topic 18	topic 36	topic 39
117653	topic 30	topic 34	topic 24
183998	topic 18	topic 19	topic 24
9566	topic 0	topic 19	topic 49
156169	topic 10	topic 14	topic 4
6133	topic 31	topic 42	topic 9
14474	topic 1	topic 19	topic 44
117135	topic 30	topic 19	topic 18
12005	topic 24	topic 16	topic 18
147702	topic 28	topic 27	topic 39
119118	topic 28	topic 16	topic 19
1884	topic 2	topic 27	topic 14
4724	topic 22	topic 36	topic 11
20909	topic 44	topic 0	topic 18
2355	topic 48	topic 9	topic 40
191422	topic 49	topic 17	topic 33
10612	topic 0	topic 27	topic 18
112059	topic 28	topic 17	topic 48
4730	topic 22	topic 16	topic 28
11518	topic 47	topic 24	topic 14
153763	topic 32	topic 28	topic 30
191436	topic 36	topic 16	topic 49
2341	topic 10	topic 42	topic 19
189279	topic 47	topic 39	topic 3
10606	topic 29	topic 2	topic 18
155312	topic 27	topic 49	topic 3
6127	topic 48	topic 2	topic 0
159528	topic 30	topic 3	topic 11
14460	topic 7	topic 44	topic 19
117121	topic 49	topic 35	topic 28
12011	topic 18	topic 40	topic 16
193221	topic 18	topic 27	topic 16
7239	topic 2	topic 46	topic 37
157505	topic 31	topic 21	topic 12
1890	topic 24	topic 39	topic 2
15018	topic 7	topic 16	topic 13
33961	topic 40	topic 7	topic 46
183754	topic 18	topic 40	topic 37
6899	topic 0	topic 48	topic 14
12777	topic 18	topic 1	topic 11
9572	topic 36	topic 10	topic 8
2427	topic 2	topic 0	topic 42
191350	topic 16	topic 49	topic 42
3739	topic 8	topic 49	topic 19
40757	topic 45	topic 36	topic 15
115050	topic 12	topic 22	topic 6
187532	topic 25	topic 18	topic 19
19622	topic 25	topic 10	topic 41
175997	topic 36	topic 10	topic 49
26439	topic 9	topic 7	topic 31
21356	topic 31	topic 9	topic 19
162233	topic 39	topic 30	topic 10
20048	topic 48	topic 12	topic 24
183967	topic 3	topic 24	topic 10
23541	topic 9	topic 0	topic 46
130213	topic 39	topic 38	topic 19
12944	topic 38	topic 47	topic 24
35323	topic 26	topic 19	topic 30
6872	topic 0	topic 49	topic 44
156828	topic 7	topic 48	topic 18
25656	topic 0	topic 31	topic 13
22139	topic 6	topic 0	topic 19
147925	topic 24	topic 47	topic 12
176520	topic 19	topic 11	topic 27
158805	topic 30	topic 3	topic 32
27041	topic 32	topic 9	topic 19
115905	topic 24	topic 39	topic 47
10835	topic 21	topic 29	topic 3
21430	topic 9	topic 49	topic 5
31623	topic 29	topic 15	topic 19
27055	topic 9	topic 2	topic 31
115911	topic 39	topic 12	topic 46
10821	topic 19	topic 48	topic 21
36158	topic 46	topic 39	topic 48
21424	topic 31	topic 9	topic 24
25642	topic 13	topic 0	topic 19
161048	topic 30	topic 39	topic 36
176534	topic 12	topic 11	topic 5
183973	topic 36	topic 18	topic 0
23555	topic 5	topic 15	topic 19
176252	topic 14	topic 39	topic 10
12950	topic 28	topic 38	topic 7
34029	topic 40	topic 3	topic 10
8693	topic 39	topic 47	topic 19
35337	topic 39	topic 37	topic 26
12788	topic 18	topic 36	topic 28
6866	topic 0	topic 49	topic 18
175983	topic 36	topic 8	topic 0
21342	topic 31	topic 9	topic 19
117690	topic 28	topic 18	topic 49
8863	topic 6	topic 36	topic 37
34001	topic 19	topic 12	topic 14
12978	topic 12	topic 24	topic 36
117848	topic 36	topic 28	topic 17
183783	topic 40	topic 0	topic 16
29736	topic 6	topic 0	topic 19
40780	topic 45	topic 18	topic 19
115087	topic 7	topic 19	topic 27
26405	topic 43	topic 9	topic 22
186823	topic 49	topic 35	topic 44
36616	topic 4	topic 3	topic 18
20074	topic 28	topic 25	topic 27
191387	topic 7	topic 36	topic 49
154965	topic 0	topic 31	topic 19
165206	topic 27	topic 19	topic 37
20712	topic 44	topic 1	topic 3
19193	topic 9	topic 26	topic 31
36170	topic 29	topic 19	topic 4
29050	topic 43	topic 19	topic 18
3088	topic 37	topic 47	topic 3
26363	topic 13	topic 37	topic 19
1847	topic 21	topic 14	topic 7
161060	topic 46	topic 13	topic 18
1853	topic 12	topic 27	topic 49
176508	topic 37	topic 24	topic 3
184946	topic 18	topic 48	topic 46
2382	topic 0	topic 2	topic 9
27069	topic 32	topic 9	topic 18
20706	topic 44	topic 36	topic 3
21418	topic 9	topic 2	topic 37
36164	topic 16	topic 18	topic 24
19187	topic 9	topic 15	topic 7
26411	topic 20	topic 7	topic 13
186837	topic 36	topic 35	topic 0
20060	topic 3	topic 23	topic 37
191393	topic 7	topic 36	topic 24
19839	topic 36	topic 17	topic 46
117684	topic 17	topic 28	topic 36
8877	topic 49	topic 6	topic 0
23569	topic 1	topic 5	topic 27
183797	topic 40	topic 12	topic 36
178243	topic 1	topic 37	topic 42
19186	topic 12	topic 19	topic 6
36165	topic 1	topic 4	topic 42
21419	topic 9	topic 31	topic 39
20707	topic 44	topic 10	topic 40
27068	topic 9	topic 19	topic 32
2383	topic 9	topic 48	topic 19
176509	topic 37	topic 21	topic 27
184947	topic 0	topic 19	topic 36
1852	topic 14	topic 24	topic 21
22110	topic 49	topic 6	topic 37
111592	topic 38	topic 47	topic 28
183796	topic 40	topic 19	topic 24
8876	topic 49	topic 6	topic 39
117685	topic 28	topic 18	topic 19
191392	topic 49	topic 36	topic 33
20061	topic 38	topic 23	topic 33
36603	topic 4	topic 15	topic 31
186836	topic 35	topic 18	topic 28
26410	topic 9	topic 40	topic 13
191386	topic 36	topic 42	topic 49
20075	topic 24	topic 23	topic 29
186822	topic 35	topic 49	topic 19
36617	topic 4	topic 3	topic 13
40781	topic 45	topic 18	topic 6
183782	topic 42	topic 18	topic 3
117849	topic 36	topic 27	topic 48
119864	topic 47	topic 30	topic 3
161707	topic 5	topic 19	topic 7
8862	topic 6	topic 7	topic 8
117691	topic 28	topic 27	topic 35
147918	topic 39	topic 19	topic 10
22104	topic 6	topic 9	topic 46
1846	topic 14	topic 12	topic 28
3089	topic 11	topic 24	topic 29
36171	topic 29	topic 19	topic 18
19192	topic 9	topic 31	topic 21
115938	topic 47	topic 17	topic 19
20713	topic 44	topic 1	topic 19
176535	topic 14	topic 37	topic 12
25643	topic 19	topic 13	topic 48
21425	topic 9	topic 5	topic 31
10820	topic 21	topic 2	topic 39
36159	topic 4	topic 48	topic 19
115910	topic 39	topic 47	topic 36
27054	topic 32	topic 9	topic 2
21343	topic 31	topic 9	topic 32
175982	topic 49	topic 18	topic 0
12789	topic 18	topic 36	topic 7
6867	topic 0	topic 1	topic 10
35336	topic 26	topic 24	topic 39
8692	topic 43	topic 19	topic 18
12951	topic 7	topic 35	topic 36
176253	topic 19	topic 14	topic 2
34028	topic 40	topic 7	topic 49
130206	topic 39	topic 24	topic 38
156183	topic 10	topic 0	topic 24
183972	topic 36	topic 18	topic 42
6873	topic 44	topic 0	topic 20
35322	topic 26	topic 19	topic 46
8686	topic 25	topic 47	topic 3
160425	topic 30	topic 10	topic 19
12945	topic 3	topic 11	topic 28
23540	topic 9	topic 46	topic 13
183966	topic 3	topic 19	topic 24
20049	topic 34	topic 11	topic 49
21357	topic 31	topic 9	topic 19
175996	topic 36	topic 10	topic 8
26438	topic 9	topic 31	topic 13
164125	topic 14	topic 2	topic 10
21431	topic 9	topic 31	topic 19
10834	topic 24	topic 21	topic 13
115904	topic 43	topic 7	topic 12
27040	topic 32	topic 9	topic 19
176521	topic 14	topic 24	topic 37
160343	topic 38	topic 14	topic 10
22138	topic 6	topic 19	topic 9
25657	topic 0	topic 19	topic 13
1891	topic 12	topic 21	topic 14
158637	topic 25	topic 23	topic 2
193220	topic 46	topic 27	topic 39
118213	topic 36	topic 16	topic 28
117120	topic 30	topic 19	topic 5
14461	topic 1	topic 17	topic 44
6126	topic 46	topic 2	topic 1
2340	topic 48	topic 42	topic 9
191437	topic 49	topic 19	topic 36
11519	topic 47	topic 24	topic 39
187255	topic 6	topic 36	topic 19
112058	topic 28	topic 36	topic 19
19623	topic 7	topic 10	topic 19
115051	topic 12	topic 31	topic 4
187533	topic 18	topic 25	topic 46
3738	topic 8	topic 49	topic 9
40756	topic 45	topic 49	topic 24
191351	topic 36	topic 49	topic 19
2426	topic 2	topic 39	topic 0
9573	topic 36	topic 18	topic 19
117646	topic 16	topic 28	topic 19
6898	topic 40	topic 42	topic 0
12776	topic 7	topic 22	topic 18
111237	topic 30	topic 26	topic 24
15019	topic 32	topic 25	topic 19
33960	topic 40	topic 19	topic 24
9567	topic 0	topic 19	topic 18
183999	topic 24	topic 47	topic 27
118561	topic 7	topic 10	topic 36
12762	topic 18	topic 36	topic 19
33974	topic 40	topic 13	topic 3
158145	topic 31	topic 18	topic 24
19637	topic 41	topic 3	topic 13
187527	topic 19	topic 27	topic 0
175969	topic 36	topic 49	topic 13
115045	topic 12	topic 24	topic 48
191345	topic 7	topic 36	topic 24
10613	topic 0	topic 19	topic 17
191423	topic 36	topic 10	topic 19
2354	topic 48	topic 2	topic 9
153776	topic 14	topic 16	topic 19
115723	topic 26	topic 39	topic 47
20908	topic 44	topic 18	topic 2
4725	topic 22	topic 18	topic 19
157510	topic 36	topic 17	topic 18
119119	topic 16	topic 28	topic 17
148430	topic 46	topic 18	topic 31
12004	topic 7	topic 49	topic 18
14475	topic 1	topic 0	topic 42
6132	topic 10	topic 48	topic 46
27097	topic 32	topic 21	topic 15
20920	topic 44	topic 5	topic 19
11525	topic 27	topic 47	topic 14
112064	topic 36	topic 28	topic 17
19179	topic 21	topic 12	topic 19
8137	topic 31	topic 12	topic 0
116202	topic 28	topic 7	topic 10
119131	topic 28	topic 7	topic 49
12992	topic 45	topic 29	topic 24
13454	topic 7	topic 49	topic 16
185318	topic 46	topic 30	topic 19
8889	topic 6	topic 7	topic 19
118549	topic 24	topic 19	topic 36
15025	topic 10	topic 18	topic 7
183769	topic 40	topic 15	topic 1
21380	topic 31	topic 9	topic 18
38809	topic 5	topic 0	topic 21
3704	topic 8	topic 19	topic 15
21394	topic 9	topic 31	topic 37
3710	topic 8	topic 9	topic 25
175955	topic 7	topic 19	topic 36
191379	topic 7	topic 36	topic 49
114367	topic 38	topic 3	topic 23
164858	topic 39	topic 7	topic 37
12986	topic 34	topic 24	topic 11
156154	topic 38	topic 10	topic 3
149074	topic 0	topic 37	topic 19
33948	topic 40	topic 24	topic 3
15031	topic 49	topic 36	topic 3
35487	topic 5	topic 29	topic 48
160380	topic 38	topic 10	topic 19
8123	topic 31	topic 13	topic 46
116216	topic 28	topic 18	topic 16
12038	topic 45	topic 1	topic 42
119125	topic 28	topic 0	topic 35
117108	topic 30	topic 3	topic 24
14449	topic 44	topic 0	topic 22
2368	topic 0	topic 2	topic 4
27083	topic 32	topic 19	topic 9
20934	topic 44	topic 0	topic 28
11531	topic 20	topic 19	topic 29
112070	topic 28	topic 49	topic 19
180512	topic 35	topic 0	topic 7
4719	topic 22	topic 19	topic 0
115290	topic 24	topic 47	topic 19
26612	topic 12	topic 13	topic 9
4296	topic 2	topic 10	topic 9
20263	topic 2	topic 21	topic 41
30070	topic 6	topic 49	topic 18
13871	topic 26	topic 19	topic 24
158390	topic 32	topic 24	topic 3
14878	topic 47	topic 12	topic 19
34570	topic 39	topic 4	topic 36
111948	topic 3	topic 34	topic 25
1488	topic 29	topic 21	topic 31
2181	topic 14	topic 28	topic 23
20505	topic 25	topic 18	topic 31
11900	topic 18	topic 10	topic 8
112299	topic 38	topic 42	topic 28
19384	topic 9	topic 31	topic 49
2195	topic 38	topic 10	topic 7
11914	topic 18	topic 10	topic 32
19390	topic 9	topic 5	topic 17
34564	topic 24	topic 14	topic 4
116955	topic 11	topic 30	topic 26
176079	topic 49	topic 36	topic 19
34202	topic 39	topic 4	topic 47
13865	topic 29	topic 11	topic 24
22460	topic 9	topic 0	topic 6
118978	topic 38	topic 3	topic 0
148197	topic 0	topic 18	topic 36
115284	topic 12	topic 25	topic 24
180089	topic 7	topic 35	topic 28
21169	topic 18	topic 5	topic 27
4282	topic 2	topic 14	topic 37
20277	topic 2	topic 10	topic 39
166242	topic 30	topic 3	topic 26
176051	topic 36	topic 49	topic 19
22448	topic 0	topic 24	topic 6
129555	topic 30	topic 24	topic 19
9956	topic 15	topic 7	topic 13
21141	topic 29	topic 12	topic 25
2803	topic 45	topic 21	topic 37
155688	topic 1	topic 0	topic 10
189085	topic 13	topic 31	topic 16
20539	topic 16	topic 24	topic 32
160155	topic 11	topic 30	topic 29
130762	topic 38	topic 10	topic 39
111974	topic 11	topic 29	topic 24
185873	topic 30	topic 29	topic 16
14688	topic 1	topic 48	topic 10
176723	topic 31	topic 19	topic 0
34558	topic 48	topic 39	topic 4
189091	topic 49	topic 13	topic 0
11928	topic 16	topic 18	topic 10
114818	topic 35	topic 16	topic 49
113811	topic 14	topic 7	topic 21
2817	topic 2	topic 45	topic 24
30058	topic 49	topic 6	topic 36
129541	topic 23	topic 3	topic 30
13859	topic 39	topic 14	topic 24
12574	topic 7	topic 27	topic 18
185126	topic 48	topic 17	topic 30
117444	topic 28	topic 18	topic 19
118777	topic 36	topic 31	topic 17
100138	topic 12	topic 28	topic 19
21	topic 23	topic 32	topic 16
116982	topic 42	topic 28	topic 16
9771	topic 13	topic 15	topic 1
2624	topic 18	topic 7	topic 39
10363	topic 14	topic 3	topic 10
4255	topic 2	topic 6	topic 19
19421	topic 27	topic 11	topic 24
180738	topic 37	topic 13	topic 2
4533	topic 25	topic 24	topic 32
19347	topic 9	topic 10	topic 6
115535	topic 38	topic 12	topic 19
191635	topic 29	topic 30	topic 34
10405	topic 47	topic 19	topic 2
186349	topic 39	topic 30	topic 3
173868	topic 38	topic 3	topic 30
14663	topic 42	topic 10	topic 19
9017	topic 0	topic 26	topic 37
35875	topic 39	topic 48	topic 36
118011	topic 7	topic 35	topic 28
158435	topic 31	topic 19	topic 18
9003	topic 6	topic 0	topic 18
14677	topic 1	topic 7	topic 21
13118	topic 5	topic 12	topic 21
35861	topic 48	topic 4	topic 19
192328	topic 28	topic 10	topic 7
148632	topic 18	topic 36	topic 13
19353	topic 31	topic 9	topic 24
4527	topic 39	topic 38	topic 36
188370	topic 45	topic 19	topic 18
3248	topic 27	topic 28	topic 19
2156	topic 38	topic 23	topic 24
191621	topic 34	topic 24	topic 30
10411	topic 39	topic 47	topic 23
155105	topic 25	topic 2	topic 12
2630	topic 27	topic 18	topic 5
10377	topic 47	topic 3	topic 23
114159	topic 47	topic 12	topic 39
11069	topic 21	topic 19	topic 12
19435	topic 24	topic 16	topic 27
4241	topic 2	topic 21	topic 10
12560	topic 18	topic 0	topic 32
185132	topic 48	topic 18	topic 12
118763	topic 23	topic 38	topic 36
116996	topic 28	topic 19	topic 36
35	topic 47	topic 3	topic 25
159059	topic 3	topic 30	topic 10
32868	topic 40	topic 9	topic 15
9765	topic 13	topic 10	topic 48
26835	topic 13	topic 15	topic 9
186413	topic 11	topic 29	topic 24
2618	topic 16	topic 27	topic 18
164496	topic 18	topic 0	topic 36
3506	topic 21	topic 14	topic 19
4269	topic 2	topic 22	topic 18
21182	topic 23	topic 3	topic 24
118993	topic 38	topic 47	topic 10
9995	topic 24	topic 29	topic 30
32698	topic 5	topic 4	topic 32
12548	topic 7	topic 0	topic 18
116766	topic 38	topic 23	topic 35
160828	topic 15	topic 30	topic 19
100104	topic 23	topic 25	topic 24
32840	topic 1	topic 4	topic 19
176092	topic 49	topic 18	topic 0
156424	topic 34	topic 3	topic 40
167821	topic 24	topic 34	topic 5
6318	topic 28	topic 27	topic 49
35849	topic 48	topic 24	topic 14
13130	topic 22	topic 29	topic 3
14887	topic 34	topic 24	topic 2
116000	topic 28	topic 18	topic 31
35691	topic 44	topic 40	topic 19
7006	topic 9	topic 49	topic 21
158409	topic 19	topic 9	topic 10
180704	topic 28	topic 10	topic 48
115509	topic 3	topic 26	topic 11
3260	topic 7	topic 17	topic 18
114617	topic 11	topic 24	topic 29
112272	topic 38	topic 23	topic 28
153548	topic 27	topic 11	topic 24
3274	topic 45	topic 28	topic 17
186361	topic 14	topic 3	topic 48
162795	topic 39	topic 47	topic 12
192314	topic 28	topic 7	topic 16
1463	topic 2	topic 7	topic 19
118039	topic 16	topic 28	topic 10
13124	topic 1	topic 5	topic 48
149510	topic 33	topic 7	topic 36
14893	topic 3	topic 23	topic 14
116014	topic 28	topic 36	topic 0
7012	topic 9	topic 20	topic 4
35685	topic 44	topic 19	topic 10
129582	topic 39	topic 10	topic 30
7774	topic 0	topic 1	topic 8
23959	topic 40	topic 13	topic 19
9981	topic 47	topic 39	topic 3
100110	topic 34	topic 23	topic 24
32854	topic 9	topic 40	topic 15
156356	topic 12	topic 48	topic 18
9759	topic 13	topic 19	topic 31
176086	topic 36	topic 19	topic 7
26821	topic 41	topic 17	topic 18
20288	topic 2	topic 10	topic 21
114165	topic 39	topic 47	topic 19
11055	topic 18	topic 21	topic 36
3512	topic 21	topic 2	topic 4
19409	topic 7	topic 24	topic 17
21196	topic 24	topic 34	topic 19
2793	topic 45	topic 2	topic 1
20317	topic 2	topic 21	topic 10
21009	topic 16	topic 28	topic 7
19596	topic 38	topic 27	topic 36
187686	topic 0	topic 33	topic 38
32713	topic 5	topic 48	topic 4
13905	topic 24	topic 47	topic 29
118818	topic 30	topic 11	topic 34
176119	topic 36	topic 49	topic 31
34362	topic 39	topic 4	topic 2
34404	topic 26	topic 15	topic 34
6293	topic 38	topic 3	topic 10
161303	topic 12	topic 0	topic 21
22266	topic 6	topic 9	topic 19
178652	topic 35	topic 49	topic 3
29333	topic 18	topic 21	topic 37
36213	topic 48	topic 4	topic 21
152911	topic 18	topic 22	topic 24
20471	topic 18	topic 27	topic 48
11874	topic 7	topic 32	topic 47
191782	topic 31	topic 13	topic 19
165165	topic 27	topic 26	topic 19
36207	topic 4	topic 48	topic 1
114950	topic 4	topic 18	topic 48
20465	topic 10	topic 18	topic 0
11860	topic 10	topic 18	topic 27
134458	topic 47	topic 39	topic 18
114788	topic 18	topic 16	topic 27
6287	topic 14	topic 37	topic 19
158596	topic 18	topic 46	topic 40
178646	topic 35	topic 36	topic 49
22272	topic 6	topic 36	topic 18
14918	topic 32	topic 26	topic 15
13911	topic 18	topic 48	topic 16
34376	topic 39	topic 10	topic 47
161471	topic 39	topic 14	topic 19
2787	topic 2	topic 21	topic 45
20303	topic 48	topic 2	topic 21
163266	topic 16	topic 40	topic 26
19582	topic 12	topic 38	topic 36
3499	topic 21	topic 39	topic 2
9822	topic 46	topic 13	topic 25
13939	topic 19	topic 15	topic 3
161459	topic 20	topic 23	topic 39
176125	topic 49	topic 37	topic 10
166336	topic 3	topic 10	topic 14
189697	topic 35	topic 28	topic 18
162150	topic 30	topic 47	topic 38
36549	topic 37	topic 2	topic 28
2977	topic 18	topic 33	topic 16
21035	topic 16	topic 17	topic 18
174054	topic 16	topic 18	topic 10
163528	topic 38	topic 47	topic 19
11848	topic 18	topic 14	topic 0
13087	topic 22	topic 40	topic 44
176643	topic 46	topic 10	topic 48
34438	topic 44	topic 1	topic 4
35726	topic 40	topic 44	topic 7
14930	topic 24	topic 34	topic 23
119284	topic 38	topic 19	topic 23
13093	topic 0	topic 40	topic 19
9188	topic 3	topic 47	topic 24
148961	topic 31	topic 0	topic 46
176657	topic 31	topic 10	topic 0
119290	topic 38	topic 34	topic 14
14924	topic 14	topic 39	topic 46
174040	topic 18	topic 16	topic 19
187876	topic 15	topic 27	topic 24
21021	topic 27	topic 12	topic 42
2963	topic 33	topic 18	topic 48
164535	topic 34	topic 24	topic 30
155930	topic 23	topic 24	topic 14
9836	topic 13	topic 48	topic 37
25247	topic 9	topic 1	topic 21
118830	topic 49	topic 28	topic 48
176131	topic 49	topic 36	topic 19
117530	topic 16	topic 35	topic 12
118603	topic 28	topic 35	topic 36
2988	topic 2	topic 19	topic 22
19555	topic 38	topic 14	topic 36
4321	topic 38	topic 17	topic 14
2750	topic 19	topic 0	topic 42
10217	topic 25	topic 14	topic 38
114039	topic 34	topic 47	topic 39
2036	topic 14	topic 24	topic 37
191741	topic 5	topic 42	topic 37
10571	topic 37	topic 29	topic 19
162811	topic 30	topic 23	topic 2
3328	topic 21	topic 18	topic 19
19233	topic 9	topic 31	topic 5
158541	topic 47	topic 39	topic 10
178691	topic 35	topic 49	topic 13
116148	topic 28	topic 16	topic 0
117256	topic 39	topic 14	topic 36
13078	topic 40	topic 46	topic 24
35901	topic 4	topic 19	topic 10
185734	topic 11	topic 3	topic 30
118165	topic 36	topic 28	topic 24
6250	topic 41	topic 34	topic 24
9163	topic 39	topic 24	topic 21
178685	topic 35	topic 49	topic 36
8269	topic 16	topic 7	topic 48
9177	topic 39	topic 47	topic 24
191755	topic 8	topic 36	topic 48
21960	topic 0	topic 6	topic 36
153400	topic 38	topic 39	topic 10
180658	topic 13	topic 15	topic 49
4453	topic 13	topic 16	topic 9
19227	topic 9	topic 2	topic 46
4335	topic 23	topic 38	topic 3
19541	topic 38	topic 10	topic 19
2744	topic 10	topic 7	topic 49
174901	topic 18	topic 28	topic 32
14065	topic 27	topic 36	topic 14
117524	topic 38	topic 30	topic 11
118617	topic 36	topic 12	topic 28
100058	topic 14	topic 38	topic 3
119509	topic 43	topic 19	topic 18
19569	topic 30	topic 17	topic 39
180116	topic 35	topic 16	topic 28
3472	topic 16	topic 7	topic 18
152050	topic 42	topic 16	topic 48
114005	topic 4	topic 48	topic 24
189654	topic 38	topic 27	topic 13
5003	topic 18	topic 36	topic 21
26941	topic 41	topic 2	topic 10
9639	topic 13	topic 15	topic 49
100070	topic 47	topic 23	topic 3
13722	topic 47	topic 41	topic 12
149316	topic 33	topic 16	topic 7
116612	topic 38	topic 28	topic 18
35083	topic 38	topic 18	topic 14
7172	topic 9	topic 42	topic 2
184416	topic 28	topic 48	topic 10
1503	topic 29	topic 21	topic 10
13044	topic 7	topic 22	topic 18
185708	topic 15	topic 31	topic 1
176680	topic 49	topic 8	topic 24
114763	topic 36	topic 28	topic 19
189132	topic 31	topic 13	topic 19
3314	topic 21	topic 18	topic 5
180670	topic 0	topic 36	topic 10
189126	topic 13	topic 31	topic 19
191769	topic 8	topic 36	topic 19
164290	topic 34	topic 24	topic 30
53474	topic 30	topic 11	topic 24
7166	topic 9	topic 42	topic 15
119253	topic 28	topic 3	topic 31
116160	topic 27	topic 19	topic 16
184402	topic 28	topic 48	topic 10
1517	topic 21	topic 19	topic 2
157882	topic 42	topic 46	topic 0
100702	topic 38	topic 10	topic 47
35929	topic 46	topic 19	topic 44
13050	topic 42	topic 1	topic 19
176694	topic 31	topic 46	topic 13
6278	topic 43	topic 6	topic 19
159111	topic 38	topic 39	topic 10
34389	topic 43	topic 29	topic 24
100064	topic 23	topic 39	topic 10
117518	topic 16	topic 28	topic 11
13736	topic 39	topic 16	topic 10
184364	topic 28	topic 36	topic 38
35097	topic 43	topic 19	topic 18
4309	topic 2	topic 27	topic 14
189898	topic 36	topic 28	topic 38
180102	topic 35	topic 7	topic 28
189640	topic 38	topic 30	topic 37
2778	topic 26	topic 3	topic 45
26955	topic 41	topic 3	topic 36
5017	topic 18	topic 19	topic 3
115858	topic 29	topic 16	topic 12
20673	topic 44	topic 7	topic 19
36011	topic 48	topic 42	topic 18
