id	top1	top2	top3
161865	topic 38	topic 29	topic 23
116435	topic 17	topic 42	topic 49
3655	topic 8	topic 7	topic 37
38958	topic 5	topic 44	topic 0
186998	topic 28	topic 17	topic 7
38780	topic 42	topic 0	topic 21
114222	topic 30	topic 18	topic 39
36975	topic 26	topic 4	topic 18
186740	topic 35	topic 49	topic 37
19996	topic 14	topic 12	topic 17
114544	topic 4	topic 18	topic 42
180457	topic 18	topic 1	topic 0
11474	topic 3	topic 24	topic 29
20871	topic 44	topic 24	topic 47
3133	topic 20	topic 3	topic 26
116353	topic 28	topic 17	topic 19
157469	topic 7	topic 36	topic 18
8066	topic 1	topic 15	topic 5
34637	topic 19	topic 14	topic 4
13288	topic 42	topic 48	topic 18
158969	topic 1	topic 27	topic 44
118395	topic 5	topic 36	topic 16
1917	topic 37	topic 47	topic 21
10959	topic 21	topic 2	topic 39
164048	topic 30	topic 3	topic 46
10781	topic 19	topic 46	topic 0
115869	topic 39	topic 10	topic 21
20124	topic 14	topic 38	topic 24
154835	topic 37	topic 17	topic 27
186973	topic 10	topic 38	topic 35
117918	topic 16	topic 28	topic 7
160548	topic 18	topic 48	topic 24
32520	topic 47	topic 4	topic 24
8933	topic 49	topic 0	topic 13
12828	topic 7	topic 15	topic 3
34151	topic 39	topic 4	topic 19
161656	topic 47	topic 39	topic 30
32534	topic 39	topic 47	topic 19
8927	topic 6	topic 36	topic 9
34145	topic 39	topic 19	topic 15
20130	topic 11	topic 3	topic 24
19969	topic 43	topic 19	topic 18
188792	topic 28	topic 17	topic 16
186967	topic 10	topic 38	topic 25
21548	topic 9	topic 31	topic 13
36034	topic 1	topic 42	topic 36
184816	topic 48	topic 4	topic 36
34623	topic 3	topic 14	topic 47
161124	topic 38	topic 7	topic 2
1903	topic 10	topic 3	topic 14
157496	topic 15	topic 13	topic 10
180480	topic 24	topic 39	topic 48
164074	topic 44	topic 7	topic 39
114593	topic 23	topic 14	topic 18
27111	topic 9	topic 32	topic 21
175179	topic 21	topic 0	topic 32
115855	topic 38	topic 48	topic 17
24418	topic 9	topic 0	topic 19
158955	topic 14	topic 48	topic 24
116384	topic 28	topic 17	topic 49
25706	topic 31	topic 13	topic 0
22069	topic 9	topic 5	topic 1
35515	topic 10	topic 44	topic 25
151971	topic 40	topic 18	topic 39
117924	topic 16	topic 27	topic 35
129612	topic 29	topic 30	topic 38
6922	topic 24	topic 34	topic 3
183837	topic 40	topic 18	topic 24
12814	topic 15	topic 7	topic 3
20118	topic 39	topic 14	topic 48
186797	topic 35	topic 49	topic 36
19941	topic 27	topic 46	topic 19
26569	topic 13	topic 49	topic 9
164712	topic 31	topic 7	topic 13
3682	topic 8	topic 7	topic 13
21206	topic 23	topic 3	topic 47
162377	topic 31	topic 37	topic 21
19955	topic 7	topic 27	topic 36
186783	topic 35	topic 49	topic 36
2588	topic 39	topic 21	topic 27
3696	topic 8	topic 49	topic 28
21212	topic 39	topic 19	topic 24
160560	topic 39	topic 23	topic 14
129606	topic 38	topic 23	topic 14
117930	topic 28	topic 16	topic 3
32508	topic 10	topic 46	topic 24
6936	topic 39	topic 47	topic 3
12800	topic 7	topic 18	topic 49
176302	topic 30	topic 39	topic 14
25712	topic 0	topic 19	topic 48
160206	topic 30	topic 3	topic 37
35501	topic 46	topic 19	topic 39
36008	topic 46	topic 19	topic 0
10971	topic 21	topic 10	topic 39
21574	topic 9	topic 7	topic 13
180494	topic 42	topic 0	topic 16
27105	topic 19	topic 32	topic 9
191599	topic 24	topic 3	topic 30
115841	topic 38	topic 7	topic 24
162411	topic 39	topic 47	topic 3
10226	topic 39	topic 14	topic 27
2761	topic 27	topic 46	topic 37
36587	topic 4	topic 49	topic 3
4310	topic 2	topic 13	topic 12
19564	topic 38	topic 34	topic 7
187674	topic 28	topic 27	topic 13
158216	topic 39	topic 10	topic 2
14040	topic 14	topic 24	topic 39
161497	topic 18	topic 31	topic 36
9634	topic 13	topic 19	topic 15
34390	topic 39	topic 4	topic 29
118632	topic 35	topic 36	topic 28
160951	topic 13	topic 31	topic 19
185705	topic 15	topic 19	topic 40
35930	topic 46	topic 42	topic 16
13049	topic 18	topic 40	topic 39
9152	topic 17	topic 18	topic 46
6261	topic 39	topic 24	topic 28
116179	topic 28	topic 16	topic 33
164289	topic 38	topic 24	topic 27
3319	topic 0	topic 21	topic 13
4476	topic 21	topic 4	topic 19
19202	topic 9	topic 19	topic 18
11886	topic 36	topic 0	topic 27
155054	topic 15	topic 7	topic 14
19216	topic 9	topic 19	topic 46
180669	topic 36	topic 18	topic 7
11892	topic 18	topic 16	topic 7
20497	topic 18	topic 10	topic 27
191764	topic 8	topic 49	topic 2
118140	topic 27	topic 28	topic 19
35924	topic 24	topic 49	topic 7
185711	topic 19	topic 13	topic 0
156549	topic 18	topic 48	topic 14
9146	topic 17	topic 3	topic 10
6275	topic 47	topic 38	topic 14
176699	topic 0	topic 16	topic 12
111602	topic 38	topic 37	topic 23
22280	topic 6	topic 9	topic 49
176841	topic 0	topic 19	topic 18
193615	topic 42	topic 18	topic 4
157131	topic 49	topic 3	topic 18
9620	topic 13	topic 10	topic 18
161483	topic 31	topic 0	topic 13
34384	topic 39	topic 14	topic 48
160945	topic 39	topic 19	topic 10
100069	topic 39	topic 10	topic 16
118626	topic 28	topic 38	topic 48
10232	topic 34	topic 39	topic 47
2775	topic 36	topic 7	topic 49
19570	topic 28	topic 14	topic 11
4304	topic 2	topic 18	topic 10
36593	topic 4	topic 19	topic 18
163294	topic 5	topic 48	topic 10
26780	topic 6	topic 8	topic 37
116623	topic 30	topic 10	topic 39
119510	topic 30	topic 25	topic 38
130182	topic 39	topic 10	topic 14
149327	topic 33	topic 36	topic 7
192523	topic 47	topic 30	topic 23
100041	topic 38	topic 39	topic 23
187890	topic 28	topic 10	topic 12
5032	topic 18	topic 48	topic 12
26970	topic 41	topic 37	topic 46
2985	topic 16	topic 33	topic 24
19558	topic 12	topic 38	topic 27
3443	topic 18	topic 16	topic 10
3325	topic 21	topic 37	topic 13
191994	topic 13	topic 40	topic 0
180641	topic 13	topic 46	topic 19
155068	topic 7	topic 42	topic 24
189103	topic 13	topic 36	topic 2
114752	topic 42	topic 7	topic 10
13075	topic 40	topic 22	topic 10
1532	topic 37	topic 6	topic 49
7143	topic 9	topic 19	topic 0
8270	topic 14	topic 10	topic 33
184427	topic 19	topic 48	topic 17
119276	topic 28	topic 36	topic 42
13061	topic 24	topic 40	topic 19
1526	topic 21	topic 19	topic 12
159646	topic 24	topic 12	topic 27
7157	topic 2	topic 9	topic 42
178688	topic 35	topic 36	topic 37
184433	topic 28	topic 49	topic 10
116151	topic 18	topic 28	topic 16
3331	topic 21	topic 25	topic 1
115458	topic 47	topic 39	topic 36
180655	topic 21	topic 40	topic 0
191758	topic 8	topic 16	topic 27
189117	topic 5	topic 31	topic 9
114746	topic 16	topic 28	topic 18
2749	topic 18	topic 46	topic 10
189671	topic 28	topic 35	topic 42
26964	topic 41	topic 0	topic 19
5026	topic 40	topic 7	topic 16
187884	topic 7	topic 3	topic 18
2991	topic 13	topic 9	topic 21
4338	topic 23	topic 38	topic 3
165801	topic 10	topic 39	topic 19
150662	topic 33	topic 36	topic 19
116637	topic 26	topic 19	topic 11
119504	topic 38	topic 30	topic 3
14068	topic 43	topic 29	topic 41
117529	topic 16	topic 28	topic 19
149333	topic 33	topic 49	topic 37
100055	topic 17	topic 28	topic 5
192537	topic 30	topic 3	topic 24
14083	topic 39	topic 47	topic 3
176128	topic 36	topic 8	topic 19
7802	topic 0	topic 15	topic 49
13934	topic 19	topic 13	topic 37
36544	topic 15	topic 13	topic 30
21038	topic 16	topic 27	topic 38
11845	topic 7	topic 40	topic 18
20440	topic 18	topic 27	topic 19
36222	topic 37	topic 19	topic 4
178663	topic 35	topic 36	topic 7
22257	topic 49	topic 6	topic 31
24626	topic 9	topic 6	topic 16
9191	topic 34	topic 24	topic 12
34435	topic 46	topic 4	topic 2
22243	topic 6	topic 49	topic 9
178677	topic 35	topic 36	topic 16
14929	topic 3	topic 24	topic 34
9185	topic 47	topic 39	topic 21
34421	topic 5	topic 42	topic 4
11851	topic 16	topic 27	topic 7
20454	topic 27	topic 18	topic 10
10597	topic 2	topic 29	topic 19
36550	topic 0	topic 9	topic 35
26743	topic 15	topic 6	topic 1
102865	topic 23	topic 36	topic 39
34347	topic 14	topic 4	topic 47
7816	topic 0	topic 19	topic 36
32736	topic 46	topic 4	topic 42
13920	topic 39	topic 17	topic 12
2946	topic 18	topic 33	topic 19
21004	topic 16	topic 12	topic 44
30109	topic 49	topic 9	topic 18
187853	topic 11	topic 24	topic 32
176114	topic 36	topic 0	topic 10
9813	topic 15	topic 19	topic 13
13908	topic 24	topic 12	topic 29
35071	topic 12	topic 24	topic 26
7180	topic 9	topic 31	topic 36
35717	topic 44	topic 13	topic 48
160010	topic 13	topic 16	topic 19
116186	topic 19	topic 28	topic 16
14901	topic 39	topic 47	topic 24
34409	topic 5	topic 4	topic 37
11879	topic 17	topic 0	topic 37
134441	topic 39	topic 14	topic 47
114791	topic 16	topic 27	topic 28
21762	topic 6	topic 36	topic 8
180682	topic 15	topic 40	topic 13
114949	topic 4	topic 18	topic 19
20468	topic 48	topic 18	topic 17
26019	topic 31	topic 0	topic 13
35703	topic 44	topic 40	topic 7
185936	topic 38	topic 19	topic 36
7194	topic 9	topic 1	topic 2
116192	topic 16	topic 28	topic 3
14915	topic 14	topic 23	topic 39
157870	topic 18	topic 24	topic 36
111825	topic 17	topic 28	topic 36
176100	topic 49	topic 36	topic 19
100096	topic 43	topic 19	topic 18
9807	topic 13	topic 31	topic 42
21010	topic 7	topic 27	topic 12
2952	topic 19	topic 33	topic 18
115262	topic 36	topic 18	topic 19
19410	topic 7	topic 24	topic 29
4264	topic 2	topic 16	topic 10
26838	topic 12	topic 31	topic 13
20291	topic 48	topic 10	topic 17
10352	topic 10	topic 2	topic 49
30082	topic 6	topic 36	topic 49
2615	topic 27	topic 16	topic 46
160825	topic 11	topic 44	topic 36
100109	topic 43	topic 19	topic 18
118746	topic 36	topic 48	topic 10
185117	topic 46	topic 31	topic 13
14134	topic 13	topic 0	topic 19
10	topic 39	topic 47	topic 19
13883	topic 39	topic 14	topic 19
32695	topic 1	topic 9	topic 5
23940	topic 5	topic 46	topic 9
9998	topic 29	topic 14	topic 21
12545	topic 18	topic 19	topic 15
9026	topic 0	topic 6	topic 18
14652	topic 5	topic 17	topic 10
6315	topic 38	topic 14	topic 3
34582	topic 7	topic 46	topic 4
118020	topic 28	topic 25	topic 19
117313	topic 36	topic 10	topic 19
149509	topic 33	topic 36	topic 48
35844	topic 44	topic 1	topic 46
191604	topic 3	topic 16	topic 30
2173	topic 38	topic 14	topic 7
19376	topic 9	topic 31	topic 2
4502	topic 9	topic 36	topic 19
180709	topic 13	topic 31	topic 40
115504	topic 11	topic 19	topic 26
2167	topic 38	topic 7	topic 14
155134	topic 20	topic 29	topic 38
162798	topic 7	topic 3	topic 16
19362	topic 31	topic 9	topic 13
115510	topic 19	topic 46	topic 13
35688	topic 44	topic 18	topic 48
167838	topic 15	topic 2	topic 26
34596	topic 29	topic 16	topic 27
192319	topic 28	topic 17	topic 27
118034	topic 28	topic 19	topic 3
35850	topic 48	topic 4	topic 19
13129	topic 24	topic 39	topic 27
118752	topic 48	topic 36	topic 0
160831	topic 30	topic 39	topic 28
185103	topic 0	topic 1	topic 13
117461	topic 32	topic 19	topic 21
14120	topic 21	topic 9	topic 19
9754	topic 13	topic 19	topic 12
32859	topic 9	topic 15	topic 1
157045	topic 30	topic 26	topic 14
7779	topic 18	topic 21	topic 42
13897	topic 24	topic 29	topic 21
23954	topic 9	topic 31	topic 0
32681	topic 26	topic 10	topic 24
12551	topic 32	topic 18	topic 7
11058	topic 21	topic 5	topic 0
115276	topic 39	topic 7	topic 48
4270	topic 2	topic 13	topic 21
19404	topic 7	topic 36	topic 49
20285	topic 21	topic 41	topic 36
10346	topic 24	topic 39	topic 10
2601	topic 46	topic 16	topic 14
30096	topic 6	topic 49	topic 10
117449	topic 28	topic 48	topic 36
100135	topic 38	topic 39	topic 14
156373	topic 0	topic 13	topic 32
32871	topic 9	topic 15	topic 44
116757	topic 11	topic 3	topic 28
12579	topic 7	topic 0	topic 19
3537	topic 19	topic 14	topic 21
4258	topic 2	topic 10	topic 13
26804	topic 19	topic 9	topic 46
191638	topic 28	topic 12	topic 30
180735	topic 31	topic 1	topic 13
3251	topic 23	topic 28	topic 42
115538	topic 24	topic 3	topic 10
106222	topic 39	topic 47	topic 24
167810	topic 25	topic 14	topic 3
13101	topic 24	topic 4	topic 25
35878	topic 48	topic 24	topic 2
192331	topic 28	topic 49	topic 35
116025	topic 28	topic 36	topic 38
130784	topic 12	topic 28	topic 38
13115	topic 24	topic 5	topic 37
192325	topic 28	topic 38	topic 19
118008	topic 7	topic 28	topic 27
1452	topic 2	topic 3	topic 46
189063	topic 31	topic 0	topic 9
21819	topic 6	topic 49	topic 8
186350	topic 32	topic 37	topic 7
180721	topic 0	topic 13	topic 1
3245	topic 28	topic 17	topic 10
3523	topic 2	topic 21	topic 19
11064	topic 21	topic 10	topic 0
19438	topic 7	topic 24	topic 16
114154	topic 10	topic 47	topic 39
100121	topic 38	topic 47	topic 24
159054	topic 39	topic 7	topic 14
38	topic 10	topic 12	topic 39
9768	topic 13	topic 31	topic 19
32865	topic 31	topic 40	topic 9
22445	topic 0	topic 6	topic 9
13840	topic 27	topic 26	topic 15
129558	topic 15	topic 19	topic 10
12586	topic 0	topic 10	topic 24
118785	topic 29	topic 11	topic 34
9783	topic 13	topic 36	topic 2
116970	topic 29	topic 27	topic 3
34227	topic 39	topic 10	topic 3
20252	topic 2	topic 41	topic 13
162029	topic 3	topic 30	topic 23
10391	topic 23	topic 29	topic 21
30041	topic 6	topic 18	topic 19
114801	topic 16	topic 18	topic 17
189088	topic 13	topic 31	topic 21
11931	topic 16	topic 24	topic 18
14691	topic 0	topic 19	topic 44
34541	topic 26	topic 18	topic 46
35887	topic 42	topic 0	topic 10
178717	topic 49	topic 35	topic 8
14685	topic 10	topic 42	topic 5
34555	topic 48	topic 39	topic 35
139	topic 2	topic 9	topic 19
35893	topic 10	topic 37	topic 42
178703	topic 35	topic 49	topic 36
114815	topic 36	topic 7	topic 28
163445	topic 38	topic 0	topic 7
165034	topic 39	topic 27	topic 23
11925	topic 18	topic 16	topic 27
20520	topic 18	topic 10	topic 19
20246	topic 37	topic 21	topic 33
174887	topic 22	topic 19	topic 3
165752	topic 32	topic 3	topic 12
10385	topic 24	topic 16	topic 3
26637	topic 13	topic 19	topic 9
21158	topic 12	topic 27	topic 18
22451	topic 9	topic 6	topic 0
12592	topic 18	topic 15	topic 0
156398	topic 0	topic 18	topic 24
9797	topic 13	topic 19	topic 17
161534	topic 39	topic 47	topic 19
34233	topic 48	topic 14	topic 23
116964	topic 38	topic 27	topic 12
176048	topic 49	topic 7	topic 19
102939	topic 24	topic 39	topic 38
21170	topic 29	topic 24	topic 7
180090	topic 35	topic 42	topic 24
2832	topic 2	topic 45	topic 3
7792	topic 7	topic 19	topic 42
160602	topic 30	topic 11	topic 19
9967	topic 47	topic 37	topic 17
176706	topic 0	topic 36	topic 4
130753	topic 38	topic 29	topic 17
1485	topic 37	topic 0	topic 21
111945	topic 47	topic 3	topic 14
14875	topic 39	topic 10	topic 9
185856	topic 21	topic 48	topic 0
35663	topic 44	topic 42	topic 18
112294	topic 11	topic 34	topic 28
174111	topic 16	topic 26	topic 28
19389	topic 9	topic 36	topic 19
20508	topic 18	topic 0	topic 10
162773	topic 30	topic 34	topic 11
112280	topic 38	topic 29	topic 39
2198	topic 38	topic 23	topic 24
186393	topic 10	topic 17	topic 18
165008	topic 18	topic 16	topic 13
11919	topic 18	topic 10	topic 12
34569	topic 10	topic 47	topic 36
176712	topic 49	topic 8	topic 0
111951	topic 22	topic 47	topic 19
157904	topic 38	topic 27	topic 28
105	topic 2	topic 19	topic 24
1491	topic 2	topic 19	topic 9
159929	topic 47	topic 30	topic 39
35677	topic 44	topic 46	topic 7
111789	topic 19	topic 38	topic 27
129570	topic 30	topic 26	topic 29
13868	topic 23	topic 47	topic 3
7786	topic 0	topic 19	topic 18
116780	topic 11	topic 24	topic 38
9973	topic 34	topic 29	topic 3
116958	topic 34	topic 38	topic 11
176074	topic 49	topic 36	topic 19
162001	topic 25	topic 14	topic 29
30069	topic 6	topic 49	topic 21
29538	topic 2	topic 10	topic 25
2826	topic 2	topic 45	topic 21
180084	topic 35	topic 7	topic 16
21164	topic 11	topic 27	topic 19
187264	topic 6	topic 36	topic 49
11528	topic 10	topic 25	topic 24
112069	topic 28	topic 19	topic 48
19174	topic 48	topic 21	topic 19
4700	topic 22	topic 16	topic 19
36197	topic 4	topic 19	topic 36
163848	topic 36	topic 7	topic 18
2371	topic 48	topic 9	topic 24
191406	topic 36	topic 49	topic 7
10636	topic 43	topic 2	topic 3
117111	topic 47	topic 30	topic 37
159518	topic 49	topic 18	topic 5
6117	topic 46	topic 27	topic 9
148415	topic 1	topic 2	topic 31
12021	topic 0	topic 48	topic 1
12747	topic 24	topic 19	topic 17
116569	topic 28	topic 19	topic 23
32497	topic 10	topic 39	topic 47
183764	topic 1	topic 40	topic 18
33951	topic 40	topic 28	topic 31
15028	topic 10	topic 18	topic 49
9542	topic 36	topic 7	topic 3
117677	topic 23	topic 38	topic 36
118544	topic 24	topic 28	topic 16
8884	topic 49	topic 6	topic 37
191360	topic 36	topic 6	topic 42
2417	topic 9	topic 21	topic 12
20093	topic 23	topic 47	topic 3
155444	topic 7	topic 19	topic 13
19612	topic 41	topic 34	topic 37
3709	topic 8	topic 15	topic 3
40767	topic 45	topic 7	topic 28
38804	topic 0	topic 5	topic 12
115060	topic 0	topic 12	topic 22
191374	topic 36	topic 27	topic 46
164855	topic 39	topic 24	topic 30
21399	topic 9	topic 2	topic 48
38810	topic 19	topic 48	topic 0
40773	topic 45	topic 6	topic 19
175958	topic 10	topic 0	topic 8
12753	topic 18	topic 36	topic 0
32483	topic 14	topic 39	topic 19
193563	topic 49	topic 3	topic 35
158174	topic 0	topic 49	topic 36
33945	topic 40	topic 3	topic 26
183770	topic 40	topic 3	topic 49
9556	topic 18	topic 3	topic 10
185301	topic 0	topic 48	topic 38
8890	topic 6	topic 0	topic 31
118550	topic 16	topic 18	topic 24
161093	topic 4	topic 48	topic 46
158612	topic 19	topic 17	topic 24
25699	topic 0	topic 19	topic 18
12035	topic 1	topic 10	topic 8
20939	topic 44	topic 0	topic 5
115712	topic 2	topic 10	topic 19
187270	topic 6	topic 49	topic 19
36183	topic 19	topic 4	topic 36
4714	topic 22	topic 5	topic 39
191412	topic 49	topic 36	topic 3
2365	topic 9	topic 48	topic 18
10622	topic 2	topic 21	topic 19
13303	topic 42	topic 27	topic 30
156617	topic 31	topic 13	topic 46
159524	topic 25	topic 32	topic 3
157509	topic 42	topic 46	topic 37
8106	topic 31	topic 46	topic 15
11514	topic 14	topic 47	topic 23
20911	topic 44	topic 19	topic 10
112055	topic 28	topic 48	topic 21
154000	topic 15	topic 5	topic 21
180537	topic 13	topic 49	topic 0
28395	topic 32	topic 9	topic 3
180251	topic 38	topic 30	topic 3
175970	topic 36	topic 7	topic 19
3735	topic 8	topic 49	topic 36
183758	topic 40	topic 19	topic 18
15014	topic 0	topic 16	topic 19
117893	topic 17	topic 19	topic 49
182446	topic 0	topic 30	topic 17
156171	topic 24	topic 19	topic 39
183980	topic 36	topic 3	topic 10
118578	topic 36	topic 48	topic 16
192655	topic 27	topic 36	topic 46
6881	topic 39	topic 42	topic 22
15000	topic 7	topic 36	topic 19
33979	topic 40	topic 19	topic 42
192899	topic 23	topic 14	topic 19
191348	topic 36	topic 10	topic 24
175964	topic 49	topic 7	topic 36
115048	topic 12	topic 24	topic 13
3721	topic 8	topic 49	topic 31
11500	topic 14	topic 3	topic 24
20905	topic 44	topic 1	topic 48
4728	topic 22	topic 18	topic 40
2359	topic 9	topic 0	topic 32
13317	topic 46	topic 18	topic 16
156603	topic 24	topic 34	topic 27
8112	topic 31	topic 0	topic 19
1888	topic 14	topic 48	topic 2
7221	topic 21	topic 32	topic 13
119114	topic 28	topic 48	topic 17
12009	topic 18	topic 27	topic 29
116227	topic 28	topic 12	topic 27
1863	topic 24	topic 14	topic 3
22121	topic 6	topic 36	topic 9
156830	topic 19	topic 27	topic 29
34743	topic 5	topic 24	topic 31
176538	topic 12	topic 28	topic 17
14493	topic 22	topic 7	topic 48
161044	topic 18	topic 24	topic 0
20736	topic 44	topic 18	topic 3
27059	topic 9	topic 32	topic 15
21428	topic 9	topic 5	topic 1
36154	topic 4	topic 19	topic 42
186807	topic 35	topic 49	topic 36
36632	topic 4	topic 3	topic 48
29712	topic 2	topic 14	topic 21
20050	topic 23	topic 14	topic 39
34025	topic 40	topic 42	topic 7
23559	topic 31	topic 19	topic 12
8847	topic 6	topic 36	topic 10
118587	topic 27	topic 10	topic 8
12784	topic 18	topic 42	topic 36
178273	topic 1	topic 2	topic 48
12948	topic 47	topic 23	topic 7
34031	topic 40	topic 18	topic 10
166059	topic 21	topic 19	topic 32
118593	topic 37	topic 49	topic 0
8853	topic 0	topic 8	topic 6
12790	topic 36	topic 28	topic 42
33986	topic 40	topic 18	topic 36
160428	topic 39	topic 10	topic 19
36626	topic 4	topic 3	topic 10
186813	topic 35	topic 36	topic 49
26435	topic 9	topic 10	topic 0
20044	topic 24	topic 3	topic 29
155493	topic 14	topic 3	topic 38
20722	topic 42	topic 44	topic 10
162559	topic 10	topic 29	topic 37
