	incnormid	recordid	bronid	w_g	herdrukid	year	top1	top2	top3
329	342.0	14538	1000957	geestelijk		1638.0	topic 1	topic 48	topic 19
330	342.0	197241	1001856	geestelijk		1617.0	topic 1	topic 48	topic 19
331	342.0	22164	1001061	geestelijk		1605.0	topic 1	topic 48	topic 19
332	342.0	14538	1001855	geestelijk	911876.0	1646.0	topic 1	topic 48	topic 19
333	342.0	14538	1016140	geestelijk	924966.0	1679.0	topic 1	topic 48	topic 19
334	343.0	8856	1004295	geestelijk	911877.0	1647.0	topic 15	topic 6	topic 3
335	343.0	8856	1000812	geestelijk		1625.0	topic 15	topic 6	topic 3
336	348.0	151177	1001829	wereldlijk		1746.0	topic 30	topic 38	topic 39
337	348.0	196180	1019501	wereldlijk		1750.0	topic 30	topic 38	topic 39
338	351.0	21592	1000197	geestelijk	908995.0	1596.0	topic 9	topic 15	topic 31
339	351.0	21592	1000196	geestelijk		1582.0	topic 9	topic 15	topic 31
340	354.0	3569	1000692	wereldlijk		1613.0	topic 21	topic 2	topic 24
341	355.0	183985	1000666	wereldlijk en geestelijk		1633.0	topic 36	topic 10	topic 12
342	355.0	3033	1000665	wereldlijk en geestelijk		1712.0	topic 36	topic 10	topic 12
343	356.0	19197	1000078	geestelijk	900477.0	1556.0	topic 9	topic 0	topic 10
344	356.0	21292	1000082	geestelijk	900686.0	1563.0	topic 9	topic 0	topic 10
345	356.0	21292	1000427	geestelijk	900919.0	1580.0	topic 9	topic 0	topic 10
346	356.0	21292	1000131	geestelijk	900920.0	1595.0	topic 9	topic 0	topic 10
347	356.0	21706	1000129	geestelijk	902141.0	1583.0	topic 9	topic 0	topic 10
348	356.0	19197	1000077	geestelijk		1552.0	topic 9	topic 0	topic 10
349	356.0	21292	1000079	geestelijk		1558.0	topic 9	topic 0	topic 10
350	356.0	21706	1000128	geestelijk		1562.0	topic 9	topic 0	topic 10
351	361.0	8859	1004295	geestelijk	911879.0	1647.0	topic 6	topic 0	topic 49
352	361.0	8859	1000812	geestelijk		1625.0	topic 6	topic 0	topic 49
353	362.0	19192	1000344	geestelijk	907176.0	1582.0	topic 9	topic 31	topic 21
354	362.0	19192	1000094	geestelijk	907650.0	1596.0	topic 9	topic 31	topic 21
355	362.0	19192	1000451	geestelijk	907971.0	1600.0	topic 9	topic 31	topic 21
356	362.0	19192	1001531	geestelijk	909273.0	1577.0	topic 9	topic 31	topic 21
357	362.0	21288	1000079	geestelijk		1558.0	topic 9	topic 31	topic 21
358	362.0	21288	1000427	geestelijk	900909.0	1580.0	topic 9	topic 31	topic 21
359	362.0	21288	1000131	geestelijk	900910.0	1595.0	topic 9	topic 31	topic 21
360	362.0	19192	1000077	geestelijk		1552.0	topic 9	topic 31	topic 21
361	362.0	19192	1000089	geestelijk	906306.0	1579.0	topic 9	topic 31	topic 21
362	362.0	21288	1000082	geestelijk	900682.0	1563.0	topic 9	topic 31	topic 21
363	362.0	19192	1000091	geestelijk	905016.0	1582.0	topic 9	topic 31	topic 21
364	362.0	19192	1000096	geestelijk	902963.0	1599.0	topic 9	topic 31	topic 21
365	362.0	19192	1000093	geestelijk	902962.0	1593.0	topic 9	topic 31	topic 21
366	362.0	19192	1000083	geestelijk	900213.0	1566.0	topic 9	topic 31	topic 21
367	362.0	19192	1000095	geestelijk	901917.0	1559.0	topic 9	topic 31	topic 21
368	362.0	19192	1000084	geestelijk	902349.0	1569.0	topic 9	topic 31	topic 21
369	362.0	19192	1000087	geestelijk	902686.0	1577.0	topic 9	topic 31	topic 21
370	362.0	19192	1000078	geestelijk	900004.0	1556.0	topic 9	topic 31	topic 21
371	362.0	19192	1000090	geestelijk	902959.0	1580.0	topic 9	topic 31	topic 21
372	362.0	19192	1000092	geestelijk	902960.0	1589.0	topic 9	topic 31	topic 21
373	362.0	19192	1000557	geestelijk	902961.0	1591.0	topic 9	topic 31	topic 21
374	362.0	19192	1000088	geestelijk	902958.0	1579.0	topic 9	topic 31	topic 21
375	365.0	151265	1001890	geestelijk	922068.0	1657.0	topic 18	topic 31	topic 21
376	365.0	151265	1017294	geestelijk	922252.0	1636.0	topic 18	topic 31	topic 21
377	365.0	151265	1016189	geestelijk		1624.0	topic 18	topic 31	topic 21
378	371.0	12559	1000883	geestelijk		1642.0	topic 13	topic 15	topic 0
379	373.0	27190	1007038	wereldlijk		1598.0	topic 21	topic 2	topic 10
380	374.0	34132	1011052	wereldlijk		1659.0	topic 39	topic 4	topic 26
381	375.0	12090	1000877	geestelijk		1617.0	topic 42	topic 9	topic 21
382	375.0	14499	1000957	geestelijk		1638.0	topic 42	topic 9	topic 21
383	375.0	14499	1016140	geestelijk	924927.0	1679.0	topic 42	topic 9	topic 21
384	375.0	14499	1001855	geestelijk	929930.0	1646.0	topic 42	topic 9	topic 21
385	375.0	12090	1004985	geestelijk	928123.0	1609.0	topic 42	topic 9	topic 21
386	375.0	12090	1001876	geestelijk	910500.0	1614.0	topic 42	topic 9	topic 21
387	375.0	14499	1010071	geestelijk	910501.0	1648.0	topic 42	topic 9	topic 21
388	380.0	9617	1010012	geestelijk	911885.0	1640.0	topic 13	topic 15	topic 31
389	380.0	180538	1016164	geestelijk		1603.0	topic 13	topic 15	topic 31
390	380.0	9617	1000824	geestelijk		1627.0	topic 13	topic 15	topic 31
391	381.0	197288	1001856	geestelijk		1617.0	topic 1	topic 9	topic 46
392	381.0	12108	1001876	geestelijk	911886.0	1614.0	topic 1	topic 9	topic 46
393	381.0	12108	1004985	geestelijk	928139.0	1609.0	topic 1	topic 9	topic 46
394	381.0	12108	1000877	geestelijk		1617.0	topic 1	topic 9	topic 46
395	382.0	5026	1000728	geestelijk		1637.0	topic 40	topic 7	topic 16
396	388.0	118375	1001334	wereldlijk		1732.0	topic 23	topic 38	topic 14
397	389.0	34128	1011052	wereldlijk		1659.0	topic 48	topic 4	topic 39
398	391.0	5027	1000728	geestelijk		1637.0	topic 40	topic 13	topic 7
399	392.0	84	1000025	wereldlijk		1589.0	topic 2	topic 9	topic 3
400	395.0	22219	1000243	geestelijk	906454.0	1567.0	topic 6	topic 42	topic 49
401	395.0	22219	1000176	geestelijk	907098.0	1567.0	topic 6	topic 42	topic 49
402	395.0	22219	1000137	geestelijk		1565.0	topic 6	topic 42	topic 49
403	399.0	151286	1017294	geestelijk	922236.0	1636.0	topic 21	topic 31	topic 18
404	399.0	151286	1001890	geestelijk	922052.0	1657.0	topic 21	topic 31	topic 18
405	399.0	151286	1016189	geestelijk		1624.0	topic 21	topic 31	topic 18
406	403.0	3341	1000328	geestelijk		1575.0	topic 16	topic 46	topic 31
407	404.0	3342	1000328	geestelijk		1575.0	topic 16	topic 27	topic 21
408	407.0	129495	1001439	wereldlijk		1731.0	topic 38	topic 23	topic 47
409	407.0	151289	1001829	wereldlijk		1746.0	topic 38	topic 23	topic 47
410	407.0	186002	1017564	wereldlijk	928745.0	1713.0	topic 38	topic 23	topic 47
411	407.0	186002	1016309	wereldlijk		1717.0	topic 38	topic 23	topic 47
412	411.0	25590	1000208	geestelijk		1598.0	topic 0	topic 19	topic 13
413	411.0	158123	1001607	geestelijk		1625.0	topic 0	topic 19	topic 13
414	412.0	192732	1016741	wereldlijk en geestelijk		1730.0	topic 37	topic 19	topic 28
415	412.0	151341	1001829	wereldlijk en geestelijk		1746.0	topic 37	topic 19	topic 28
416	412.0	100197	1001392	wereldlijk		1746.0	topic 37	topic 19	topic 28
417	416.0	3250	1000673	geestelijk	919014.0	1684.0	topic 28	topic 10	topic 36
418	416.0	3250	1015966	geestelijk		1677.0	topic 28	topic 10	topic 36
419	423.0	2614	1000653	geestelijk		1622.0	topic 18	topic 16	topic 3
420	426.0	19442	1000974			1642.0	topic 27	topic 11	topic 24
421	430.0	21243	1001050	geestelijk		1646.0	topic 46	topic 19	topic 37
422	434.0	19193	1000078	geestelijk	900473.0	1556.0	topic 9	topic 26	topic 31
423	434.0	19193	1000077	geestelijk		1552.0	topic 9	topic 26	topic 31
424	437.0	151350	1017294	geestelijk	922243.0	1636.0	topic 15	topic 21	topic 31
425	437.0	151350	1016189	geestelijk		1624.0	topic 15	topic 21	topic 31
426	437.0	151350	1001890	geestelijk	922059.0	1657.0	topic 15	topic 21	topic 31
427	439.0	151353	1016189	geestelijk		1624.0	topic 13	topic 31	topic 18
428	439.0	151353	1001890	geestelijk	922055.0	1657.0	topic 13	topic 31	topic 18
429	439.0	151353	1017294	geestelijk	922239.0	1636.0	topic 13	topic 31	topic 18
430	440.0	3620	1016979	geestelijk	925879.0	1650.0	topic 8	topic 36	topic 7
431	440.0	3620	1000240	geestelijk		1566.0	topic 8	topic 36	topic 7
432	441.0	14610	1010071	geestelijk	911940.0	1648.0	topic 1	topic 49	topic 15
433	441.0	14610	1016140	geestelijk	925035.0	1679.0	topic 1	topic 49	topic 15
434	441.0	14610	1001855	geestelijk	929994.0	1646.0	topic 1	topic 49	topic 15
435	441.0	14610	1000957	geestelijk		1638.0	topic 1	topic 49	topic 15
436	442.0	190794	1016924	geestelijk		1718.0	topic 42	topic 5	topic 21
437	442.0	34725	1011324	geestelijk		1684.0	topic 42	topic 5	topic 21
438	442.0	32703	1001567	geestelijk		1645.0	topic 42	topic 5	topic 21
439	442.0	191504	1010250	geestelijk		1736.0	topic 42	topic 5	topic 21
440	442.0	190794	1001842	geestelijk	923178.0	1740.0	topic 42	topic 5	topic 21
441	442.0	151368	1004294	geestelijk		1650.0	topic 42	topic 5	topic 21
442	442.0	151366	1004590	geestelijk		1714.0	topic 42	topic 5	topic 21
443	442.0	34725	1015344	geestelijk	925689.0	1701.0	topic 42	topic 5	topic 21
444	442.0	32703	1010998	geestelijk	915988.0	1671.0	topic 42	topic 5	topic 21
445	442.0	167471	1001580	geestelijk		1621.0	topic 42	topic 5	topic 21
446	445.0	36599	1000827	geestelijk		1631.0	topic 4	topic 10	topic 19
447	447.0	1528	1000614	wereldlijk		1613.0	topic 24	topic 12	topic 26
448	449.0	151373	1001737	geestelijk		1657.0	topic 0	topic 48	topic 36
449	451.0	34091	1011050	geestelijk		1660.0	topic 46	topic 37	topic 4
450	453.0	27172	1007038	wereldlijk		1598.0	topic 21	topic 2	topic 39
451	454.0	10573	1000026	wereldlijk en geestelijk		1591.0	topic 21	topic 2	topic 8
452	454.0	10883	1000853	wereldlijk en geestelijk		1605.0	topic 21	topic 2	topic 8
453	456.0	1459	1000614	wereldlijk		1613.0	topic 2	topic 21	topic 0
454	456.0	10615	1000026	wereldlijk		1591.0	topic 2	topic 21	topic 0
455	457.0	10617	1000026	wereldlijk		1591.0	topic 2	topic 10	topic 21
456	457.0	10915	1000853	wereldlijk		1605.0	topic 2	topic 10	topic 21
457	459.0	21264	1000215	geestelijk	901639.0	1592.0	topic 31	topic 46	topic 3
458	459.0	21264	1001302	geestelijk	911884.0	1632.0	topic 31	topic 46	topic 3
459	459.0	21289	1000082	geestelijk	900683.0	1563.0	topic 31	topic 46	topic 3
460	459.0	21289	1000427	geestelijk	900911.0	1580.0	topic 31	topic 46	topic 3
461	459.0	21289	1000131	geestelijk	900912.0	1595.0	topic 31	topic 46	topic 3
462	459.0	118232	1001323	geestelijk		1732.0	topic 31	topic 46	topic 3
463	459.0	19194	1000089	geestelijk	906307.0	1579.0	topic 31	topic 46	topic 3
464	459.0	176624	1016078	geestelijk		1683.0	topic 31	topic 46	topic 3
465	459.0	188980	1016327	geestelijk		1609.0	topic 31	topic 46	topic 3
466	459.0	191785	1001827	geestelijk		1650.0	topic 31	topic 46	topic 3
467	459.0	19194	1000077	geestelijk		1552.0	topic 31	topic 46	topic 3
468	459.0	21264	1000371	geestelijk		1591.0	topic 31	topic 46	topic 3
469	459.0	21289	1000079	geestelijk		1558.0	topic 31	topic 46	topic 3
470	459.0	19194	1001531	geestelijk	909274.0	1577.0	topic 31	topic 46	topic 3
471	459.0	148210	1001307	geestelijk		1700.0	topic 31	topic 46	topic 3
472	459.0	19194	1000451	geestelijk	907972.0	1600.0	topic 31	topic 46	topic 3
473	459.0	19194	1000091	geestelijk	905017.0	1582.0	topic 31	topic 46	topic 3
474	459.0	19194	1000344	geestelijk	907177.0	1582.0	topic 31	topic 46	topic 3
475	459.0	8038	1000773	geestelijk		1644.0	topic 31	topic 46	topic 3
476	459.0	19194	1000083	geestelijk	900005.0	1566.0	topic 31	topic 46	topic 3
477	459.0	19194	1000078	geestelijk	900474.0	1556.0	topic 31	topic 46	topic 3
478	459.0	19194	1000095	geestelijk	901918.0	1559.0	topic 31	topic 46	topic 3
479	459.0	19194	1000084	geestelijk	902350.0	1569.0	topic 31	topic 46	topic 3
480	459.0	19194	1000088	geestelijk	902964.0	1579.0	topic 31	topic 46	topic 3
481	459.0	19194	1000087	geestelijk	902687.0	1577.0	topic 31	topic 46	topic 3
482	459.0	19194	1000092	geestelijk	902966.0	1589.0	topic 31	topic 46	topic 3
483	459.0	19194	1000557	geestelijk	902967.0	1591.0	topic 31	topic 46	topic 3
484	459.0	19194	1000093	geestelijk	902968.0	1593.0	topic 31	topic 46	topic 3
485	459.0	19194	1000096	geestelijk	902969.0	1599.0	topic 31	topic 46	topic 3
486	459.0	19194	1000094	geestelijk	907651.0	1596.0	topic 31	topic 46	topic 3
487	459.0	19194	1000090	geestelijk	902965.0	1580.0	topic 31	topic 46	topic 3
488	462.0	21113	1001049	wereldlijk en geestelijk		1649.0	topic 12	topic 0	topic 9
489	462.0	21113	1001173	wereldlijk en geestelijk	911944.0	1668.0	topic 12	topic 0	topic 9
490	463.0	152400	1001644	geestelijk		1682.0	topic 40	topic 1	topic 0
491	465.0	6218	1000737	wereldlijk		1636.0	topic 47	topic 37	topic 49
492	465.0	6218	1010060	wereldlijk	911947.0	1730.0	topic 47	topic 37	topic 49
493	468.0	22993	1000208	geestelijk	901514.0	1598.0	topic 13	topic 31	topic 48
494	468.0	155000	1001607	geestelijk		1625.0	topic 13	topic 31	topic 48
495	468.0	22993	1000207	geestelijk		1593.0	topic 13	topic 31	topic 48
496	471.0	19615	1000980	wereldlijk		1645.0	topic 34	topic 38	topic 29
497	472.0	4292	1000702	wereldlijk		1602.0	topic 2	topic 31	topic 18
498	473.0	112666	1001389	wereldlijk		1750.0	topic 38	topic 23	topic 28
499	473.0	152775	1001829	wereldlijk		1746.0	topic 38	topic 23	topic 28
500	476.0	4239	1000702	wereldlijk		1602.0	topic 2	topic 13	topic 21
501	479.0	20159	1001027	wereldlijk		1647.0	topic 29	topic 48	topic 22
502	482.0	152790	1001707	wereldlijk		1633.0	topic 39	topic 47	topic 27
503	491.0	155011	1001829	wereldlijk		1746.0	topic 39	topic 24	topic 38
504	491.0	130206	1017326	wereldlijk	925676.0	1710.0	topic 39	topic 24	topic 38
505	491.0	130206	1001442	wereldlijk	920115.0	1750.0	topic 39	topic 24	topic 38
506	491.0	193036	1017309	wereldlijk		1707.0	topic 39	topic 24	topic 38
507	491.0	130206	1016390	wereldlijk	920011.0	1711.0	topic 39	topic 24	topic 38
508	491.0	130206	1001385	wereldlijk	919917.0	1745.0	topic 39	topic 24	topic 38
509	491.0	130206	1001380	wereldlijk	920091.0	1720.0	topic 39	topic 24	topic 38
510	491.0	130206	1016157	wereldlijk		1710.0	topic 39	topic 24	topic 38
511	494.0	10742	1000846	wereldlijk		1627.0	topic 14	topic 27	topic 24
512	494.0	11452	1000872	wereldlijk		1627.0	topic 14	topic 27	topic 24
513	496.0	19694	1001006			1639.0	topic 42	topic 1	topic 40
514	497.0	13914	1000945	geestelijk		1646.0	topic 46	topic 24	topic 49
515	500.0	155016	1001770	geestelijk		1661.0	topic 27	topic 15	topic 3
516	502.0	26634	1000220	geestelijk		1599.0	topic 15	topic 9	topic 13
517	502.0	155018	1004588	geestelijk		1614.0	topic 15	topic 9	topic 13
518	503.0	1582	1000620	wereldlijk		1627.0	topic 47	topic 39	topic 16
519	503.0	14922	1000965	wereldlijk		1622.0	topic 47	topic 39	topic 16
520	504.0	26301	1000559	wereldlijk en geestelijk		1591.0	topic 13	topic 46	topic 19
521	504.0	9624	1000824	geestelijk		1627.0	topic 13	topic 46	topic 19
522	504.0	185683	1016205	geestelijk	928860.0	1664.0	topic 13	topic 46	topic 19
523	504.0	148196	1001307	geestelijk		1700.0	topic 13	topic 46	topic 19
524	504.0	118218	1001323	geestelijk		1732.0	topic 13	topic 46	topic 19
525	504.0	26301	1000450	wereldlijk en geestelijk	907621.0	1600.0	topic 13	topic 46	topic 19
526	504.0	185683	1016347	geestelijk		1655.0	topic 13	topic 46	topic 19
527	504.0	26301	1000460	wereldlijk en geestelijk	904195.0	1599.0	topic 13	topic 46	topic 19
528	504.0	26301	1000388	wereldlijk en geestelijk	904128.0	1599.0	topic 13	topic 46	topic 19
529	504.0	26301	1000135	wereldlijk en geestelijk	904084.0	1599.0	topic 13	topic 46	topic 19
530	504.0	26301	1000358	wereldlijk en geestelijk	904037.0	1596.0	topic 13	topic 46	topic 19
531	504.0	26301	1000132	wereldlijk en geestelijk	903994.0	1593.0	topic 13	topic 46	topic 19
532	504.0	9624	1010012	geestelijk	910524.0	1640.0	topic 13	topic 46	topic 19
533	504.0	26301	1000133	wereldlijk en geestelijk	907578.0	1596.0	topic 13	topic 46	topic 19
534	507.0	155025	1001770	geestelijk		1661.0	topic 18	topic 19	topic 3
535	513.0	3376	1000328	geestelijk		1575.0	topic 16	topic 36	topic 18
536	515.0	9616	1010012	geestelijk	910525.0	1640.0	topic 13	topic 7	topic 15
537	515.0	26611	1000220	geestelijk		1599.0	topic 13	topic 7	topic 15
538	515.0	9616	1000824	geestelijk		1627.0	topic 13	topic 7	topic 15
539	516.0	155023	1001770	geestelijk		1661.0	topic 7	topic 12	topic 18
540	524.0	147455	1010010	wereldlijk		1638.0	topic 39	topic 14	topic 3
541	533.0	118120	1001151	wereldlijk		1731.0	topic 30	topic 24	topic 11
542	533.0	130649	1001380	wereldlijk	911400.0	1720.0	topic 30	topic 24	topic 11
543	533.0	130649	1001442	wereldlijk	911401.0	1750.0	topic 30	topic 24	topic 11
544	533.0	130649	1001385	wereldlijk	919981.0	1745.0	topic 30	topic 24	topic 11
545	533.0	130649	1016390	wereldlijk	920079.0	1711.0	topic 30	topic 24	topic 11
546	533.0	130649	1017326	wereldlijk	925855.0	1710.0	topic 30	topic 24	topic 11
547	533.0	157052	1001829	wereldlijk		1746.0	topic 30	topic 24	topic 11
548	533.0	130649	1016157	wereldlijk		1710.0	topic 30	topic 24	topic 11
549	535.0	20729	1001931	geestelijk	911421.0	1655.0	topic 44	topic 10	topic 15
550	535.0	20729	1001335	geestelijk	928315.0	1728.0	topic 44	topic 10	topic 15
551	535.0	20729	1001047	geestelijk		1664.0	topic 44	topic 10	topic 15
552	537.0	155033	1001829	wereldlijk		1746.0	topic 30	topic 10	topic 28
553	537.0	155034	1001829	wereldlijk		1746.0	topic 30	topic 10	topic 28
554	537.0	117670	1001703	wereldlijk		1720.0	topic 30	topic 10	topic 28
555	537.0	155032	1001887	wereldlijk		1721.0	topic 30	topic 10	topic 28
556	538.0	20959	1004637	geestelijk	912257.0	1656.0	topic 44	topic 10	topic 42
557	538.0	20959	1004636	geestelijk		1655.0	topic 44	topic 10	topic 42
558	541.0	20106	1010003	wereldlijk	912326.0	1654.0	topic 39	topic 10	topic 16
559	541.0	20106	1001026	wereldlijk		1654.0	topic 39	topic 10	topic 16
560	543.0	20821	1001335	geestelijk	928391.0	1728.0	topic 44	topic 3	topic 39
561	543.0	20821	1001047	geestelijk		1664.0	topic 44	topic 3	topic 39
562	548.0	117153	1001166	wereldlijk		1717.0	topic 39	topic 30	topic 0
563	548.0	160831	1001829	wereldlijk		1746.0	topic 39	topic 30	topic 0
564	553.0	20831	1001047	geestelijk		1664.0	topic 44	topic 10	topic 19
565	553.0	20831	1001335	geestelijk	928399.0	1728.0	topic 44	topic 10	topic 19
566	553.0	20831	1001931	geestelijk	914667.0	1655.0	topic 44	topic 10	topic 19
567	555.0	164267	1001829	wereldlijk		1746.0	topic 30	topic 23	topic 3
568	559.0	156206	1000922	wereldlijk		1621.0	topic 9	topic 39	topic 21
569	560.0	20961	1004637	geestelijk	910474.0	1656.0	topic 44	topic 10	topic 24
570	560.0	20961	1004636	geestelijk		1655.0	topic 44	topic 10	topic 24
571	562.0	115189	1001154	wereldlijk		1677.0	topic 39	topic 24	topic 27
572	562.0	115211	1001157	wereldlijk		1679.0	topic 39	topic 24	topic 27
573	564.0	115278	1001141	wereldlijk		1668.0	topic 24	topic 39	topic 22
574	564.0	134620	1016218	wereldlijk		1659.0	topic 24	topic 39	topic 22
575	564.0	134620	1001140	wereldlijk	919239.0	1725.0	topic 24	topic 39	topic 22
576	564.0	115278	1010126	wereldlijk	928711.0	1688.0	topic 24	topic 39	topic 22
577	564.0	134620	1001139	wereldlijk	917691.0	1702.0	topic 24	topic 39	topic 22
578	567.0	192918	1017509	wereldlijk		1714.0	topic 30	topic 34	topic 39
579	567.0	192918	1017317	wereldlijk	924040.0	1736.0	topic 30	topic 34	topic 39
580	567.0	155302	1001829	wereldlijk		1746.0	topic 30	topic 34	topic 39
581	567.0	155298	1004274	wereldlijk		1700.0	topic 30	topic 34	topic 39
582	567.0	130265	1016157	wereldlijk		1710.0	topic 30	topic 34	topic 39
583	567.0	130265	1001442	wereldlijk	920136.0	1750.0	topic 30	topic 34	topic 39
584	567.0	130265	1001380	wereldlijk	920099.0	1720.0	topic 30	topic 34	topic 39
585	567.0	130265	1016390	wereldlijk	920048.0	1711.0	topic 30	topic 34	topic 39
586	567.0	130265	1001385	wereldlijk	919954.0	1745.0	topic 30	topic 34	topic 39
587	567.0	130265	1017326	wereldlijk	925736.0	1710.0	topic 30	topic 34	topic 39
588	569.0	118094	1001151	wereldlijk		1731.0	topic 30	topic 39	topic 47
589	569.0	155320	1001829	wereldlijk		1746.0	topic 30	topic 39	topic 47
590	570.0	117761	1001391	wereldlijk		1741.0	topic 38	topic 17	topic 27
591	570.0	130257	1001440	wereldlijk		1731.0	topic 38	topic 17	topic 27
592	570.0	150204	1016142	wereldlijk	916395.0	1738.0	topic 38	topic 17	topic 27
593	570.0	155595	1001829	wereldlijk		1746.0	topic 38	topic 17	topic 27
594	570.0	150204	1001641	wereldlijk		1717.0	topic 38	topic 17	topic 27
595	572.0	14292	1000956	wereldlijk		1652.0	topic 39	topic 19	topic 18
596	572.0	10260	1000837	wereldlijk		1645.0	topic 39	topic 19	topic 18
597	572.0	114038	1001171	wereldlijk		1649.0	topic 39	topic 19	topic 18
598	574.0	103532	1000696	wereldlijk		1656.0	topic 10	topic 39	topic 24
599	575.0	12263	1000878	wereldlijk		1605.0	topic 24	topic 10	topic 48
600	575.0	176265	1011289	wereldlijk		1611.0	topic 24	topic 10	topic 48
601	577.0	155690	1001919	wereldlijk		1680.0	topic 26	topic 2	topic 24
602	577.0	186293	1001685	wereldlijk		1672.0	topic 26	topic 2	topic 24
603	578.0	156299	1004274	wereldlijk		1700.0	topic 30	topic 39	topic 18
604	579.0	3114	1000669	wereldlijk		1643.0	topic 47	topic 23	topic 39
605	582.0	130240	1016157	wereldlijk		1710.0	topic 38	topic 23	topic 10
606	582.0	183624	1016145	wereldlijk		1739.0	topic 38	topic 23	topic 10
607	582.0	156472	1001829	wereldlijk		1746.0	topic 38	topic 23	topic 10
608	582.0	130240	1017326	wereldlijk	925709.0	1710.0	topic 38	topic 23	topic 10
609	582.0	130240	1016390	wereldlijk	920031.0	1711.0	topic 38	topic 23	topic 10
610	582.0	130240	1001385	wereldlijk	919936.0	1745.0	topic 38	topic 23	topic 10
